Quiz Heading,Question Type,Question Text,Option A,Option B,Option C,Option D,Correct Answer,Section,Points,Quiz Title,Explanation/Feedback,
Quiz 130,Multiple Choice,Which of the following is a common digestive effect of acute stress?,Heartburn or nausea,Accelerated digestion,Increased salivary secretion,Enhanced nutrient absorption,A) Heartburn or nausea,Section24,1,Acute Effects of Stress,,
Quiz 130,Multiple Choice,What is the reason for cold and clammy skin during acute stress?,Redirected blood flow from the skin to muscles and the heart,Increased salivary secretion,Reduced muscular tension,Decreased respiratory rate,A) Redirected blood flow from the skin to muscles and the heart,Section24,1,Acute Effects of Stress,,
Quiz 130,Multiple Choice,Which of the following describes the immune system’s response to acute stress?,Suppressed cytokine release,Complete immune shutdown,Pro-inflammatory cytokine release to prepare for potential infections,Decreased susceptibility to infections,C) Pro-inflammatory cytokine release to prepare for potential infections,Section24,1,Acute Effects of Stress,,
Quiz 130,True/False,"Acute stress decreases sensory perception, making hearing and vision less sharp.",TRUE,FALSE,N/A,N/A,B) False,Section24,1,Acute Effects of Stress,"Acute stress heightens sensory perception, with hearing becoming sharper and pupils dilating to improve vision, especially in low-light conditions.",
Quiz 131,Multiple Choice,What occurs during the alarm phase of Selye's General Adaptation Syndrome (GAS)?,The body restores homeostasis without activating any stress response,The sympathetic nervous system and HPA axis are activated,The immune system is suppressed entirely,The body begins repairing damage caused by prolonged stress,C) The sympathetic nervous system and HPA axis are activated,Section24,1,Responding and Adapting to Stress,,
Quiz 131,Multiple Choice,What distinguishes the resistance phase in GAS (General Adaptation Syndrome)?,Resources are mobilized to cope with ongoing stress,"Stress is resolved, and the body returns to its normal state",The body shuts down its stress response completely,Cortisol levels drop significantly,A) Resources are mobilized to cope with ongoing stress,Section24,1,Responding and Adapting to Stress,,
Quiz 131,Multiple Choice,What happens when the body reaches the exhaustion phase of GAS (General Adaptation Syndrome)?,"Resources are depleted, leading to immune system compromise","Stress is efficiently managed, and resilience improves",The HPA axis becomes more effective,Catecholamine production is enhanced,"A) Resources are depleted, leading to immune system compromise",Section24,1,Responding and Adapting to Stress,,
Quiz 131,Multiple Choice,How does allostasis differ from homeostasis?,"Allostasis maintains stability within narrow, fixed limits",Allostasis dynamically adapts to changing demands and anticipates stressors,Homeostasis focuses on long-term adaptation,Allostasis ignores external stressors,B) Allostasis dynamically adapts to changing demands and anticipates stressors,Section24,1,Responding and Adapting to Stress,,
Quiz 131,True/False,Prolonged stress and allostatic load can lead to premature aging and increased disease risk.,TRUE,FALSE,N/A,N/A,A) True,Section24,1,Responding and Adapting to Stress,,
Quiz 132,Multiple Choice,What is the primary consequence of frequent activation of the HPA Hypothalamic-Pituitary-Adrenal axis during chronic stress?,Improved immune system function,Disruption of homeostasis and increased disease risk,Enhanced cardiovascular health,Accelerated recovery from stressors,B) Disruption of homeostasis and increased disease risk,Section24,1,Impact of Chronic Stress on Health and Well-being,,
Quiz 132,Multiple Choice,How does chronic stress affect brain function?,Improves memory and cognitive performance,Enhances mood regulation,Leads to changes that can contribute to depression and anxiety,Strengthens resilience against mental health disorders,C) Leads to changes that can contribute to depression and anxiety,Section24,1,Impact of Chronic Stress on Health and Well-being,,
Quiz 132,Multiple Choice,Which organ systems are most commonly affected by chronic stress?,"Cardiovascular, digestive, and immune systems",Skeletal and muscular systems,Reproductive and endocrine systems only,None of the above,"A) Cardiovascular, digestive, and immune systems",Section24,1,Impact of Chronic Stress on Health and Well-being,,
Quiz 132,Multiple Choice,What effect does chronic stress have on biological aging?,Slows down cellular aging processes,Prevents the onset of age-related diseases,Accelerates biological aging and reduces lifespan,Has no measurable impact on aging,C) Accelerates biological aging and reduces lifespan,Section24,1,Impact of Chronic Stress on Health and Well-being,,
Quiz 132,True/False,Chronic stress is a strong predictor of premature mortality.,TRUE,FALSE,N/A,N/A,A) True,Section24,1,Impact of Chronic Stress on Health and Well-being,,
Quiz 133,Multiple Choice,How does chronic stress affect serotonin levels?,"Reduces serotonin levels, increasing the risk of emotional disorders","Increases serotonin levels, enhancing mood",Has no impact on serotonin levels,"Balances serotonin levels, improving emotional stability","A) Reduces serotonin levels, increasing the risk of emotional disorders",Section24,1,Contributions Of Chronic Stress To Health Challenges And Disease States,,
Quiz 133,Multiple Choice,What is one way chronic stress impacts reproductive health?,Improves fertility,Decreases cortisol levels,Causes menstrual irregularities and reduces sexual desire,Enhances reproductive hormone production,C) Causes menstrual irregularities and reduces sexual desire,Section24,1,Contributions Of Chronic Stress To Health Challenges And Disease States,,
Quiz 133,Multiple Choice,What role does cortisol play in the development of osteoporosis?,Enhances bone density,Impairs bone remodeling and decreases bone density,Increases calcium absorption in the bones,Has no effect on bone health,B) Impairs bone remodeling and decreases bone density,Section24,1,Contributions Of Chronic Stress To Health Challenges And Disease States,,
Quiz 133,Multiple Choice,Which of the following is a result of stress-induced chronic inflammation?,Enhanced healing processes,Decreased risk of autoimmune disorders,Reduction of pro-inflammatory cytokines,Exacerbation of cardiovascular disease and autoimmune disorders,D) Exacerbation of cardiovascular disease and autoimmune disorders,Section24,1,Contributions Of Chronic Stress To Health Challenges And Disease States,,
Quiz 133,True/False,Chronic stress has no impact on appetite or weight gain.,TRUE,FALSE,N/A,N/A,B) False,Section24,1,Contributions Of Chronic Stress To Health Challenges And Disease States,"Chronic stress increases cortisol levels, which can heighten appetite—especially for carbohydrates—leading to overeating, weight gain, and increased abdominal fat.",
Quiz 134,Multiple Choice,Which of the following might indicate the need for professional intervention due to stress?,Improved sleep patterns,Increased appetite with no other symptoms,Enhanced academic performance,Significant changes in sleeping or eating habits,D) Significant changes in sleeping or eating habits,Section24,1,Recognizing the Need for Referral,,
Quiz 134,Multiple Choice,What does a marked decline in professional or academic performance often suggest?,Effective stress management,A need for professional intervention to address potential mental health concerns,Increased resilience to stress,Temporary stress that resolves without assistance,B) A need for professional intervention to address potential mental health concerns,Section24,1,Recognizing the Need for Referral,,
Quiz 134,Multiple Choice,Which behavior indicates an urgent need for referral to a mental health professional?,Engagement in substance misuse or risky activities,Improved social interactions,Enhanced coping mechanisms,Increased physical activity,A) Engagement in substance misuse or risky activities,Section24,1,Recognizing the Need for Referral,,
Quiz 134,Multiple Choice,What is a critical warning sign that requires immediate referral to a mental health provider?,Difficulty concentrating at work,Temporary irritability,Thoughts of self-harm or hurting others,Mild headaches that subside on their own,C) Thoughts of self-harm or hurting others,Section24,1,Recognizing the Need for Referral,,
Quiz 134,True/False,Physical symptoms that worsen despite stress management techniques should be ignored as they are always temporary.,TRUE,FALSE,N/A,N/A,B) False,Section24,1,Recognizing the Need for Referral,Persistent or worsening physical symptoms may indicate a serious underlying condition requiring professional evaluation.,
Quiz 135,Multiple Choice,How does stress impact self-efficacy and motivation?,Enhances self-control and motivation,Reduces self-efficacy and diminishes motivation,Does not affect motivation levels,Encourages consistent healthful behaviors,B) Reduces self-efficacy and diminishes motivation,Section24,1,Referral Considerations,,
Quiz 135,Multiple Choice,What is a common dietary behavior influenced by stress?,Increased cravings for high-fat and high-sugar foods,Improved adherence to a balanced diet,Decreased calorie intake,Reduced desire for comfort foods,A) Increased cravings for high-fat and high-sugar foods,Section24,1,Referral Considerations,,
Quiz 135,Multiple Choice,Which of the following is a common stress-induced coping mechanism?,Increased social engagement,Improved sleep quality,Enhanced focus on exercise routines,"Substance use, such as tobacco or alcohol","D) Substance use, such as tobacco or alcohol",Section24,1,Referral Considerations,,
